id,date,type,item,source_article,source_sentence,meaning,usage,writing_value,tags,review_note,appear_count,last_seen
20260424-101,2026-04-24,句型,noun + left,bbdc_screenshot_import_2026-04-24.md,one American television maker left,剩下的；仅存的,one American television maker left；`left` 作后置定语，修饰前面的名词。,一般,阅读高频|长难句结构|固定搭配|已迁句式卡,`left` 作后置定语，修饰前面的名词。→ 已建句式卡 SP-005,1,2026-04-24
20260424-102,2026-04-24,单词,over,bbdc_screenshot_import_2026-04-24.md,at a loss over the problem,关于；因为,at a loss over the problem；这里不是“在……上方”，而是“因为 / 关于”。,一般,阅读高频|熟词僻义,这里不是“在……上方”，而是“因为 / 关于”。,1,2026-04-24
20260424-103,2026-04-24,词组,at a loss,bbdc_screenshot_import_2026-04-24.md,found themselves at a loss,不知所措；困惑,found themselves at a loss；可用于问题、变化或处境让人迷茫。,适合,写作友好|议论文常用|固定搭配,可用于问题、变化或处境让人迷茫。,1,2026-04-24
20260424-104,2026-04-24,词组,just as,bbdc_screenshot_import_2026-04-24.md,Just as inevitably...,正如；同样地,Just as inevitably...；可用于承接前句逻辑，表示“同样不可避免”。,适合,写作友好|议论文常用|固定搭配,可用于承接前句逻辑，表示“同样不可避免”。,1,2026-04-24
20260424-105,2026-04-24,单词,as,bbdc_screenshot_import_2026-04-24.md,as other countries grew richer,随着；当……的时候,as other countries grew richer；表示两个变化同步发生。,一般,阅读高频,表示两个变化同步发生。,1,2026-04-24
20260424-106,2026-04-24,单词,predominance,bbdc_screenshot_import_2026-04-24.md,retreat from predominance,主导地位；优势地位,retreat from predominance；正式抽象名词，适合产业和国际竞争话题。,适合,写作友好|议论文常用|经济主题,正式抽象名词，适合产业和国际竞争话题。,1,2026-04-24
20260424-107,2026-04-24,单词,primacy,bbdc_screenshot_import_2026-04-24.md,this primacy should have narrowed,首位；领先地位,this primacy should have narrowed；比 `leading position` 更书面。,适合,写作友好|议论文常用|经济主题,比 `leading position` 更书面。,1,2026-04-24
20260424-108,2026-04-24,词组,retreat from,bbdc_screenshot_import_2026-04-24.md,retreat from predominance,从……退却；后退,retreat from predominance；常用于优势、地位、市场份额下降。,一般,阅读高频|固定搭配|经济主题,常用于优势、地位、市场份额下降。,1,2026-04-24
20260424-109,2026-04-24,句型,grow + adj.,bbdc_screenshot_import_2026-04-24.md,other countries grew richer,变得……,other countries grew richer；系动词用法，后接形容词。,一般,阅读高频|长难句结构|固定搭配|经济主题,系动词用法，后接形容词。,1,2026-04-24
20260424-110,2026-04-24,词组,beyond the dreams of,bbdc_screenshot_import_2026-04-24.md,prosperous beyond the dreams of...,超出……的想象,prosperous beyond the dreams of...；可替换为 `beyond imagination`、`beyond expectation`。,适合,写作友好|议论文常用|固定搭配|经济主题,可替换为 `beyond imagination`、`beyond expectation`。,1,2026-04-24
20260424-111,2026-04-24,单词,prosperous,bbdc_screenshot_import_2026-04-24.md,America and Americans were prosperous,繁荣的；富裕的,America and Americans were prosperous；经济发展和社会状况主题常用。,适合,写作友好|议论文常用|经济主题,经济发展和社会状况主题常用。,1,2026-04-24
20260424-112,2026-04-24,词组,economies of scale,bbdc_screenshot_import_2026-04-24.md,unparalleled economies of scale,规模经济,unparalleled economies of scale；经济主题核心表达，指规模越大单位成本越低。,适合,写作友好|议论文常用|固定搭配|经济主题,经济主题核心表达，指规模越大单位成本越低。,1,2026-04-24
20260424-113,2026-04-24,单词,unparalleled,bbdc_screenshot_import_2026-04-24.md,unparalleled economies of scale,无与伦比的；前所未有的,unparalleled economies of scale；可修饰 growth、reputation、advantages。,适合,写作友好|议论文常用|经济主题,可修饰 growth、reputation、advantages。,1,2026-04-24
20260424-114,2026-04-24,词组,driving force,bbdc_screenshot_import_2026-04-24.md,become a driving force,推动力；动力来源,become a driving force；写作高价值表达，常说 `the driving force behind...`。,适合,写作友好|议论文常用|固定搭配|经济主题,写作高价值表达，常说 `the driving force behind...`。,1,2026-04-24
20260424-115,2026-04-24,单词,handle,bbdc_screenshot_import_2026-04-24.md,if properly handled,处理；应对,if properly handled；常搭配 problem、pressure、situation。,适合,写作友好|议论文常用,常搭配 problem、pressure、situation。,1,2026-04-24
20260424-116,2026-04-24,单词,dreadful,bbdc_screenshot_import_2026-04-24.md,a dreadful handicap,可怕的；糟糕的,a dreadful handicap；负面评价词，常搭配 mistake、consequence。,一般,阅读高频,负面评价词，常搭配 mistake、consequence。,1,2026-04-24
20260424-117,2026-04-24,单词,effortless,bbdc_screenshot_import_2026-04-24.md,effortless success,不费力的；轻而易举的,effortless success；注意由 `effort + less` 构成。,一般,阅读高频,注意由 `effort + less` 构成。,1,2026-04-24
20260424-118,2026-04-24,单词,nurture,bbdc_screenshot_import_2026-04-24.md,nurture children,培养；养育,nurture children；可与 `nature` 对比记忆。,适合,写作友好|议论文常用,可与 `nature` 对比记忆。,1,2026-04-24
20260424-119,2026-04-24,词组,be aware of,bbdc_screenshot_import_2026-04-24.md,be aware of the risks,意识到；认识到,be aware of the risks；后接名词或从句，不能单独作谓语。,适合,写作友好|议论文常用|固定搭配|社会主题,后接名词或从句，不能单独作谓语。,1,2026-04-24
20260424-120,2026-04-24,词组,take responsibility for,bbdc_screenshot_import_2026-04-24.md,take responsibility for our actions,对……承担责任,take responsibility for our actions；适合写作中表达个人或社会责任。,适合,写作友好|议论文常用|固定搭配|社会主题,适合写作中表达个人或社会责任。,1,2026-04-24
20260424-121,2026-04-24,句型,the impact A has on B,bbdc_screenshot_import_2026-04-24.md,the impact the fashion industry has on body ideals,A 对 B 的影响,the impact the fashion industry has on body ideals；`that` 可省略，但理解时要补出定语从句。,适合,写作友好|议论文常用|长难句结构|固定搭配|已迁句式卡,`that` 可省略，但理解时要补出定语从句。→ 已建句式卡 SP-004,1,2026-04-24
20260424-122,2026-04-24,词组,run counter to sth,bbdc_screenshot_import_2026-04-24.md,run counter to my belief,与……背道而驰；与……冲突,run counter to my belief；可替换 `go against`、`contradict`。,适合,写作友好|议论文常用|固定搭配|社会主题,可替换 `go against`、`contradict`。,1,2026-04-24
20260424-123,2026-04-24,句型,turn out to be,bbdc_screenshot_import_2026-04-24.md,obesity turns out to be difficult to define,结果是；最终发现是,obesity turns out to be difficult to define；表示事实最终呈现出来。,适合,写作友好|议论文常用|长难句结构|固定搭配,表示事实最终呈现出来。,1,2026-04-24
20260424-124,2026-04-24,词组,turn to sb to do sth,bbdc_screenshot_import_2026-04-24.md,turns to government to handle,转向某人；求助于某人做某事,turns to government to handle；常用于“求助某方解决问题”。,适合,写作友好|议论文常用|固定搭配,常用于“求助某方解决问题”。,1,2026-04-24
20260424-125,2026-04-24,句型,force sb to do,bbdc_screenshot_import_2026-04-24.md,force businesses to employ fewer people,迫使某人做某事,force businesses to employ fewer people；结构清晰，因果论证常用。,适合,写作友好|议论文常用|长难句结构|固定搭配,结构清晰，因果论证常用。,1,2026-04-24
20260424-126,2026-04-24,词组,make sense,bbdc_screenshot_import_2026-04-24.md,would make sense for them,有意义；明智；合理,would make sense for them；在此语境中表示“是明智的”。,适合,写作友好|议论文常用|固定搭配,在此语境中表示“是明智的”。,1,2026-04-24
20260424-127,2026-04-24,词组,an approach to sth,bbdc_screenshot_import_2026-04-24.md,an approach to getting more done,做某事的方法；处理路径,an approach to getting more done；`approach to` 后接名词或动名词。,适合,写作友好|议论文常用|固定搭配,`approach to` 后接名词或动名词。,1,2026-04-24
20260424-128,2026-04-24,词组,work out,bbdc_screenshot_import_2026-04-24.md,zeal for working out,锻炼,zeal for working out；这里不是“解决”，而是“健身 / 锻炼”。,一般,阅读高频|固定搭配,这里不是“解决”，而是“健身 / 锻炼”。,1,2026-04-24
20260424-129,2026-04-24,词组,not necessarily,bbdc_screenshot_import_2026-04-24.md,not necessarily a bad thing,不一定,not necessarily a bad thing；否定程度，常用于让判断更谨慎。,适合,写作友好|议论文常用|固定搭配,否定程度，常用于让判断更谨慎。,1,2026-04-24
20260424-130,2026-04-24,句型,make it a crime for sb to do sth,bbdc_screenshot_import_2026-04-24.md,whether to make it a crime for private funding to be used,把某事定为犯罪,whether to make it a crime for private funding to be used；`make + it + 名词 + for sb to do` 是常见使役结构。,一般,阅读高频|长难句结构|固定搭配|已迁句式卡,`make + it + 名词 + for sb to do` 是常见使役结构。→ 已建句式卡 SP-007,1,2026-04-24
20260424-131,2026-04-24,词组,prospect of sth,bbdc_screenshot_import_2026-04-24.md,raised the prospect of regulators wading into...,……的可能性；前景,raised the prospect of regulators wading into...；常搭配 `raise the prospect of`。,适合,写作友好|议论文常用|固定搭配,常搭配 `raise the prospect of`。,1,2026-04-24
20260424-132,2026-04-24,词组,wade into,bbdc_screenshot_import_2026-04-24.md,regulators wading into markets,涉入；介入,regulators wading into markets；常指进入复杂或敏感领域。,一般,阅读高频|固定搭配,常指进入复杂或敏感领域。,1,2026-04-24
20260424-133,2026-04-24,词组,beyond one's reach,bbdc_screenshot_import_2026-04-24.md,markets beyond their reach,超出某人能力范围,markets beyond their reach；可用于资源、目标、机会不可及。,适合,写作友好|议论文常用|固定搭配,可用于资源、目标、机会不可及。,1,2026-04-24
20260424-134,2026-04-24,词组,arm sb with sth,bbdc_screenshot_import_2026-04-24.md,armed themselves with patents,用……武装自己；配备,armed themselves with patents；可比喻为“把某物作为保护或竞争工具”。,一般,阅读高频|固定搭配,可比喻为“把某物作为保护或竞争工具”。,1,2026-04-24
20260424-135,2026-04-24,词组,take positions,bbdc_screenshot_import_2026-04-24.md,took positions in court cases,采取立场；表明态度,took positions in court cases；法律和公共议题中常见。,一般,阅读高频|固定搭配,法律和公共议题中常见。,1,2026-04-24
20260424-136,2026-04-24,词组,a policy on sth,bbdc_screenshot_import_2026-04-24.md,a national policy on human cloning,关于……的政策,a national policy on human cloning；`on` 引出政策涉及的主题。,适合,写作友好|议论文常用|固定搭配,`on` 引出政策涉及的主题。,1,2026-04-24
20260424-137,2026-04-24,词组,report back to,bbdc_screenshot_import_2026-04-24.md,report back to the White House,向……报告；反馈,report back to the White House；常见行政或工作语境表达。,一般,阅读高频|固定搭配,常见行政或工作语境表达。,1,2026-04-24
